SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,mbID,Energy,ArtistFamiliarity,Hotness,end_of_fade_in,key,keyConfidence,Loudness,mode,mode_confidence,start_of_fade_out
6001,SOHXASU12A6D4F6B1C,23369,20th Century Masters: The Millennium Collection: Best Of Semisonic,ARP96FM1187B9AEA77,44.97903,Minneapolis MN,-93.26493,Semisonic,0,258.92526,4,0.736,186.012,4,0.777,If I Run,1993,3037bd18-0079-4e4b-9ce1-758689e210d8,0,0.71274489965,0.470700389614,0.171,4,0.736,-5.814,1,0.591,248.018
6002,SOYNESO12AB018782B,513031,Eddie Cano at PJ's,ARODP5P1187FB40142,,,,Eddie Cano,0,225.17506,0,0.805,165.263,4,0.535,The Trolley Song (Live Album Version),0,0ef41d78-6a69-44fa-b355-23581a88990a,0,0.359129965901,0.274197771089,0,0,0.805,-16.05,1,0.513,219.986
6003,SOLHVZC12A8C14307F,598098,Country 100,ARM5JLS1187FB3615B,34.27611,Itawamba County MS,-88.35068,Tammy Wynette,0,159.60771,9,0.781,105.202,4,0,Stand By Your Man,1968,26fe36eb-fd75-4799-bf0f-fa502a7bcfe8,0,0.606118645697,0.409196035655,0.224,9,0.781,-13.592,1,0.748,152.816
6004,SOBHIVO12AB0182476,512216,Sí o Sí - Diario del Rock Argentino - Sumo,AR69GPS1187B99E556,44.00118,New Hampshire,-71.6342,SUMO,0,215.11791,11,0.736,101.742,4,0,Pinini Reggae,1989,abfbd5c8-c763-45e0-b321-14f6268c8410,0,0.594047504025,0.471362049887,0.119,11,0.736,-5.945,1,0.572,211.569
6005,SOHBOWM12AB018446A,409139,Atlantis Nath,AR1WU211187FB57E2B,39.09551,Colfax CA,-120.95071,Terry Riley,0,142.41914,2,0.036,128.135,4,0.65,Acension Final Chord Rising,2002,7bf257bf-19a8-4205-8ae8-98511e50b719,0,0.609814360368,0.409762630954,8.806,2,0.036,-37.065,1,0.211,132.418
6006,SOVXYYO12A8C13B254,214256,Growing A Girl EP,ARNNBW81187FB55594,52.94922,nottingham,-1.14392,We Show Up On Radar,0,124.47302,5,0.489,79.226,4,0.241,Red Balloon,0,b29c45fe-3e06-4736-9053-1cbe93f61691,0,0.46897686544,0.385124119473,2.281,5,0.489,-11.255,0,0.441,114.875
6007,SOWXWOS12A8C143605,521363,Conqueror,AR9YS621187FB5AC07,,,,The Clark Sisters,0,329.74322,10,0.448,101.988,4,0.483,I Won't Let You Go Till You Bless My Soul (Album Version),0,408b2bc3-aa7c-4de9-b6d4-e1263a011b4d,0,0.638278211291,0.482432242488,0.202,10,0.448,-12.935,1,0.357,312.692
6008,SOFOOEV12A8AE44CA3,135559,4 Rosas Y Que Dios Reparta Suerte,ARQGNEN1187FB4494C,,,,Gabinete Caligari,0,304.32608,7,0.231,109.051,4,0.489,El Arte De Amar,1989,aa179aa4-5bfc-4814-b113-a6476fe26cbc,0,0.490688788329,0.326430852788,4.737,7,0.231,-12.436,1,0.371,296.832
6009,SOHPWKA12A8C13864B,245264,Irresistible!,ARPLE851187B9B2B7C,,,,Superchumbo,0,673.2273,6,0.06,127.992,4,0.703,Irresistible! (Maurel & Fauvrelle LESS Mix),0,65f80dd0-19de-4ce7-ba11-5456139efa52,0,0.54722814783,0.364787348408,0,6,0.06,-7.634,0,0.331,652.243
6010,SOGEBZO12A67ADF488,66818,Saints And Sinners,ARASYMJ1187B9ACAF2,51.50632,London England,-0.12714,Whitesnake,0,209.99791,7,0.64,145.689,5,0.286,Young Blood (2007 Digital Remaster),0,5dedf5cf-a598-4408-9556-3bf3f149f3ba,0,0.82243282937,0.531303318565,0.976,7,0.64,-6.186,1,0.446,200.899
